date,year,season,location,sampleID,sampling,microhabitat,sample_num,lat,long,alt,depth_cm,DO_mg.L,light_umol.m2.s,flow_rate_m.s,pH,water_temp_C,turbidity_NTU,conductivity_uS.cm
5/29/2018,2018,Summer,Downstream,01DRSU18,macros,,,,,,,8.32,,,7.61,17.4,,
5/31/2018,2018,Summer,Upstream,01URSU18,macros,,,,,,,8.55,,,7.48,17.3,,
6/5/2018,2018,Summer,Downstream,02DRSU18,macros,,,,,,,8.84,,,7.51,14.1,,
6/6/2018,2018,Summer,Upstream,02URSU18,macros,,,,,,,9.06,,,7.53,14.4,,
6/7/2018,2018,Summer,Downstream,03DRSU18,macros,,,,,,,8.82,,,7.4,15.2,,
6/8/2018,2018,Summer,Upstream,03URSU18,macros,,,,,,,9.11,,,7.48,14.9,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSR,1,,,,,8.62,62,0.0000,7.66,19,4.6,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USR,1,,,,,9.18,106,0.0010,7.83,18.3,5.6,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSR,2,,,,,8.51,33,0.0000,7.63,19.1,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DM,1,,,,,8.48,43,0.0690,7.65,19.9,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DFR,3,,,,,8.48,28,0.0190,7.66,19.8,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSH,1,,,,,8.46,14,0.2580,7.66,20.1,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSH,2,,,,,8.46,8,0.3670,7.66,20.1,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DFR,1,,,,,8.56,43,0.0280,7.67,19.6,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DFR,2,,,,,8.49,34,0.0640,7.67,19.8,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSH,3,,,,,8.46,12,0.2280,7.67,20.1,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSR,3,,,,,8.65,34,0.0050,7.68,19.3,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DM,3,,,,,8.48,28,0.0490,7.68,20,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DM,2,,,,,8.43,34,0.1540,7.69,19.9,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSP,2,,,,,8.46,302,0.5640,7.69,20.2,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSP,1,,,,,8.45,915,0.1570,7.7,20.2,,
6/11/2018,2018,Summer,Downstream,waterQ_SU18DR,water,DSP,3,,,,,8.51,96,0.3400,7.73,20.3,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USR,2,,,,,9.18,108,0.0000,7.9,18.4,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USH,1,,,,,8.83,94,0.0030,7.91,18.7,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UFR,3,,,,,9,199,0.0030,7.93,18.7,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USH,2,,,,,8.81,60,0.0190,7.93,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USU,3,,,,,8.84,938,0.1480,7.93,18.9,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USR,3,,,,,9.17,101,0.0000,7.94,18.5,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UFR,1,,,,,9.02,31,0.0010,7.94,18.6,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UFR,2,,,,,9.05,85,0.0020,7.94,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USU,1,,,,,8.83,364,0.0280,7.94,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USH,3,,,,,8.83,277,0.1430,7.94,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,USU,2,,,,,8.84,1117,0.4610,7.94,18.9,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UM,2,,,,,9.08,1343,0.1750,7.96,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UM,3,,,,,9.08,1358,0.6200,7.97,18.8,,
6/11/2018,2018,Summer,Upstream,waterQ_SU18UR,water,UM,1,,,,,9.08,1129,0.0060,7.98,18.7,,
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,DM,,,,,,,,,,,4.2,135
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,DFR,,,,,,,,,,,12.4,135
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,DSP,,,,,,,,,,,6.3,135.5
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,DSH,,,,,,,,,,,5.2,136.4
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,DSR,,,,,,,,,,,11.9,137.1
9/17/2018,2018,Fall,Downstream,01DRFA18,macros,,,,,,,9.12,,,7.47,21.3,,
9/24/2018,2018,Fall,Upstream,01URFA18,macros,USU,,,,,,,,,,,2.5,109.2
9/24/2018,2018,Fall,Upstream,01URFA18,macros,USH,,,,,,,,,,,9.6,109.7
9/24/2018,2018,Fall,Upstream,01URFA18,macros,UFR,,,,,,,,,,,5.3,117.5
9/24/2018,2018,Fall,Upstream,01URFA18,macros,USR,,,,,,,,,,,9.6,117.8
9/24/2018,2018,Fall,Upstream,01URFA18,macros,UM,,,,,,,,,,,9.2,118.7
9/24/2018,2018,Fall,Upstream,01URFA18,macros,,,,,,,10.86,,,7.61,13.1,,
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,DM,,,,,,,,,7.68,,9.9,119
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,DSH,,,,,,,,,7.58,,10.5,119.9
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,DFR,,,,,,,,,7.73,,7.7,120.3
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,DSR,,,,,,,,,7.66,,7.8,120.4
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,DSP,,,,,,,,,7.42,,4.3,123.5
9/25/2018,2018,Fall,Downstream,02DRFA18,macros,,,,,,,,,,7.614,,,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USH,3,42.3208444,-72.6543074,58,51,10.92,31,0.5000,7.55,14.5,3.5,94.5
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USU,1,42.3207849,-72.6540406,55,33.5,10.93,77,0.7490,7.54,14.5,4,96.5
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USH,1,42.3208547,-72.6543689,55,45,10.93,54,0.6280,7.52,14.5,7.2,96.7
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USU,3,42.3207788,-72.6540992,63,32,10.93,105,0.7110,7.54,14.5,3.7,97.3
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USU,2,42.3207452,-72.6540589,71,29,10.92,99,0.9060,7.54,14.5,12.7,97.3
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USH,2,42.3208846,-72.6543096,57,45,10.92,35,0.6710,7.57,14.5,9.9,97.4
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UM,2,42.3193222,-72.6548138,46,36,10.94,204,0.5370,7.55,14.4,8.9,100.1
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UM,1,42.31934,-72.65476,48,41,10.92,135,0.4420,7.54,14.4,11,101.2
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UM,3,42.3193481,-72.6548371,57,38,10.94,150,0.4440,7.56,14.5,2.4,101.3
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DM,2,42.315116,-72.6410273,53,35,10.77,17,0.4060,7.53,14.8,3,102.8
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UFR,1,42.3192584,-72.6547117,70,40.5,10.93,37,0.3410,7.53,14.4,4.7,102.8
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSH,2,42.3152698,-72.6411181,41,38,10.75,6,0.7030,7.54,14.8,4.4,102.9
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DM,1,42.3151531,-72.6410329,53,38,10.76,16,0.4990,7.53,14.8,3.9,103.4
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DFR,3,42.31508,-72.64111,39,28,10.7,15,0.2740,7.52,14.8,4,103.4
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSH,1,42.315306,-72.6411069,42,34,10.7,6,0.5440,7.53,14.8,4.3,103.4
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UFR,2,42.3192945,-72.654645,72,37.5,10.93,52,0.2970,7.52,14.4,3.9,103.6
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSP,2,42.31533,-72.6410269,50,28.5,10.76,24,0.5200,7.52,14.8,4,103.6
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSR,3,42.31498,-72.6410972,45,31,10.69,14,0.1340,7.52,14.9,8.6,103.6
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DFR,2,42.3150429,-72.6411165,42,29,10.71,13,0.5220,7.52,14.8,10.2,103.6
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DM,3,42.31512,-72.6410521,49,43,10.77,14,0.4590,7.51,14.8,3,103.7
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USR,2,42.31917,-72.65488,65,45,10.94,76,0.0690,7.51,14.4,2.4,104
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSR,1,42.314924,-72.6410881,47,28,10.58,28,0.0720,7.36,14.9,5.2,104
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,UFR,3,42.3193,-72.65462,52,47.5,10.93,50,0.0360,7.55,14.4,5.1,104.1
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSH,3,42.315326,-72.6410925,44,26,10.73,6,0.7680,7.51,14.8,5.9,104.2
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSP,3,42.3152608,-72.6410283,57,32,10.76,19,0.8200,7.53,14.8,4.6,104.3
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USR,3,42.3191381,-72.6549137,53,43.5,10.94,191,0.2120,7.53,14.4,8.8,104.4
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSR,2,42.314957,-72.6410952,46,18.5,10.67,23,0.2060,7.49,14.9,12.5,104.5
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DSP,1,42.31528,-72.64104,54,27.5,10.76,24,0.5250,7.52,14.8,3.8,105.1
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,USR,1,42.31919,-72.65485,58,36,10.94,83,0.2690,7.5,14.3,1.7,105.2
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,DFR,1,42.31501,-72.64111,39,29,10.7,15,0.2070,7.52,14.8,13.7,106.3
10/2/2018,2018,Fall,Upstream,02URFA18,macros,USU,,,,,,,,,7.42,,12.3,92.9
10/2/2018,2018,Fall,Upstream,02URFA18,macros,USH,,,,,,,,,7.54,,9.8,93.2
10/2/2018,2018,Fall,Upstream,02URFA18,macros,UM,,,,,,,,,7.39,,11.6,97.1
10/2/2018,2018,Fall,Upstream,02URFA18,macros,USR,,,,,,,,,7.22,,12.6,100.5
10/2/2018,2018,Fall,Upstream,02URFA18,macros,UFR,,,,,,,,,7.49,,11.7,101.3
10/2/2018,2018,Fall,Upstream,02URFA18,macros,,,,,,,10.62,,,7.42,16.6,,
10/4/2018,2018,Fall,Upstream,03URFA18,macros,,,,,,,,,,,,,
10/11/2018,2018,Fall,Downstream,03DRFA18,macros,,,,,,,,,,,,,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSH,1,42.3151,-72.64099,74,17,10.29,31,0.6150,7.48,17.1,9.9,125.3
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSP,1,42.31534,-72.64104,37,11,10.31,114,0.4480,7.49,16.9,8.7,127.1
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DFR,1,42.31514,-72.64116,66,23.6,10.24,57,0.0920,7.48,16.8,5,127.4
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DFR,2,42.31506,-72.64111,58,21.4,10.22,55,0.2210,7.48,17.2,8.5,127.4
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSP,2,42.34538,-72.6411,37,22.5,10.32,98,0.1910,7.49,16.9,6.6,127.55
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSR,2,42.31496,-72.64104,50,21,10.1,69,0.1210,7.46,17.1,7.4,127.8
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSH,2,42.31504,-72.64094,68,21.5,10.26,44,0.5590,7.47,17.1,10.6,128
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DM,1,42.31504,-72.64114,70,25,10.27,62,0.2840,7.47,16.9,8,128.1
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DSR,1,42.3149,-72.64099,41,24,10.1,59,0.2520,7.46,16.7,6.5,128.3
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,DM,2,42.31511,-72.64109,56,20.5,10.32,62,0.3030,7.47,16.9,11.8,129
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USU,1,42.32038,-72.65352,63,25.3,,73,0.3640,7.58,13.5,5.7,107
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USH,2,42.32038,-72.65387,48,32,,100,0.4150,7.57,13.5,8.6,107.1
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USU,2,42.32038,-72.65355,67,23,,77,0.5490,7.56,13.5,4.5,108.4
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USH,1,42.32038,-72.65364,53,53.5,,46,0.6870,7.58,13.5,4.5,108.6
5/30/2019,2019,Summer,Upstream,01URSU19,macros,UM,1,42.31939,-72.65484,66,32,,129,0.1640,7.56,13.4,6.4,115.8
5/30/2019,2019,Summer,Upstream,01URSU19,macros,UM,2,42.31933,-72.65474,77,27.5,,156,0.4860,7.55,13.4,6.8,117.8
5/30/2019,2019,Summer,Upstream,01URSU19,macros,UFR,2,42.31931,-72.65466,41,40.1,11.11,38,0.0990,7.54,13.3,4.2,119.7
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USR,2,42.31924,-72.65486,49,26.5,11.06,78,0.1330,7.53,13.2,6.9,119.7
5/30/2019,2019,Summer,Upstream,01URSU19,macros,USR,1,42.31925,-72.65489,62,41.5,10.98,51,0.0820,7.51,13.2,5.9,120.6
5/30/2019,2019,Summer,Upstream,01URSU19,macros,UFR,1,42.31935,-72.65464,61,36.2,11.1,41,0.0640,7.55,13.3,4.5,121.9
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USH,2,42.32041,-72.65397,68,31.9,10.37,124,0.3300,7.63,14.9,3.9,109.3
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USU,2,42.3204,-72.65356,50,25,10.38,173,0.5160,7.64,15,5.4,109.3
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USU,1,42.32051,-72.65365,50,12.8,10.35,187,0.1130,7.65,15,3.2,109.4
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USH,1,42.32049,-72.65372,58,17.4,10.36,126,0.2090,7.65,14.9,2.4,109.6
5/31/2019,2019,Summer,Upstream,02URSU19,macros,UM,1,42.31937,-72.65486,63,47.8,10.43,199,0.5150,7.63,14.8,3.4,116.7
5/31/2019,2019,Summer,Upstream,02URSU19,macros,UM,2,42.31937,-72.65486,55,38,10.47,362,0.4300,7.62,14.8,4,117.2
5/31/2019,2019,Summer,Upstream,02URSU19,macros,UFR,1,42.31927,-72.65479,60,38.6,10.33,59,0.1850,7.57,14.5,4.7,120.2
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USR,2,42.3192,-72.65477,58,24.5,10.29,127,0.1740,7.56,14.4,5.5,120.5
5/31/2019,2019,Summer,Upstream,02URSU19,macros,UFR,2,42.31933,-72.65472,62,43.9,10.38,41,0.1280,7.57,14.5,7.1,121.7
5/31/2019,2019,Summer,Upstream,02URSU19,macros,USR,1,42.31929,-72.65486,70,34.2,10.25,98,0.0720,7.54,14.4,6,122.9
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSP,1,42.31545,-72.64118,52,19,9.84,1065,0.4060,7.56,16.3,6.7,129
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DM,2,42.31513,-72.64112,57,25,9.83,956,0.1860,7.49,16,8.6,129.1
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DM,1,42.31513,-72.64114,52,32,9.8,1075,0.2370,7.5,15.3,5,129.2
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSH,1,42.31533,-72.64111,46,21.5,9.87,35,0.7130,7.52,16.3,8,129.3
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSP,2,42.31539,-72.64118,51,25,9.84,1130,0.4000,7.56,16.3,7.9,129.6
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSH,2,42.31533,-72.64112,40,21.5,9.86,244,0.0830,7.5,16.2,6.5,129.7
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DFR,2,42.31509,-72.64107,50,30,9.89,168,0.1970,7.5,16,6.6,129.7
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSR,2,42.31503,-72.64114,40,18,9.88,63,0.1660,7.47,15.8,6.3,130.4
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DFR,1,42.3151,-72.64117,44,31.5,9.88,877,0.4600,7.5,15.9,7.6,130.5
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,DSR,1,42.31508,-72.64112,57,31,9.87,50,0.1440,7.47,15.8,9,131.5
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DM,2,42.31515,-72.64118,55,30,10.23,1022,0.1510,7.45,14.5,6,122.5
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DFR,1,42.31505,-72.64115,50,20.5,10.26,80,0.3970,7.43,14.6,5.5,125.3
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DFR,2,42.31496,-72.64155,94,25,10.26,73,0.4420,7.44,14.6,7,125.5
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSR,2,42.31486,-72.64111,33,19.5,10.22,51,0.0940,7.43,14.5,7.7,125.5
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSP,2,42.31542,-72.6411,44,21.2,10.23,1353,0.1260,7.53,15,7.8,125.8
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DM,1,42.31513,-72.64112,55,18.5,10.21,1330,0.1510,7.44,14.5,5.2,126.5
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSH,1,42.31534,-72.64121,47,19,10.27,46,0.6170,7.47,14.9,8.7,126.9
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSR,1,42.31491,-72.64111,40,17,10.26,59,0.1480,7.44,14.5,7.4,127
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSP,1,42.32543,-72.6411,41,14,10.21,1651,0.1770,7.5,15,7.5,127.3
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,DSH,2,42.31533,-72.64116,54,18.5,10.26,50,0.3420,7.49,14.9,8,127.4
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USH,1,42.32059,-72.6137,55,31.6,10.33,111,0.2100,7.76,15.7,4,120.7
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USH,2,42.32048,-72.6537,61,26.5,10.3,84,0.1400,7.76,15.7,7.4,121
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USU,1,42.32039,-72.65357,53,27.6,10.26,1212,0.3690,7.77,15.9,4.7,121.9
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USU,2,42.32035,-72.65362,48,22.8,10.33,1331,0.4920,7.75,15.9,6.7,121.9
6/5/2019,2019,Summer,Upstream,03URSU19,macros,UM,2,42.31935,-72.65486,67,25.2,10.38,133,0.3630,7.75,15.3,4,132.1
6/5/2019,2019,Summer,Upstream,03URSU19,macros,UM,1,42.31933,-72.65481,60,24,10.36,647,0.0900,7.76,15.4,3.7,132.7
6/5/2019,2019,Summer,Upstream,03URSU19,macros,UFR,1,42.31914,-72.65463,69,29.4,10.37,46,0.0050,7.7,15.1,5,136.2
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USR,2,42.31914,-72.65482,40,22.4,10.34,169,0.0350,7.66,15.1,4.4,136.8
6/5/2019,2019,Summer,Upstream,03URSU19,macros,UFR,2,42.31929,-72.65459,60,46,10.28,51,0.0080,7.71,15.1,4.9,136.8
6/5/2019,2019,Summer,Upstream,03URSU19,macros,USR,1,42.31925,-72.65486,67,14,10.29,156,0.0590,7.68,15.1,3.8,137.7
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,USH,2,42.3204,-72.65365,77,46,10.07,60,0.2980,7.72,15.8,3.6,117.6
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,USU,1,42.32031,-72.65352,85,32,10.06,182,0.4340,7.72,15.8,6.6,117.6
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,USH,1,42.32041,-72.65371,58,38,10.07,56,0.2810,7.72,15.8,3.8,117.8
